GPK,ATC,MainGroup,SubGroup,Generic,Product,Label,Shape,Routes,Concentration,Unit,Multiple,MultipeUnit,Indications,HasSolution,InStock
79561,C10AA03,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",pravastatine,PRAVASTATINE NATRIUM 20 MG TABLET,PRAVASTATINE 20MG TABLET,tablet,or,20,mg/stuk,20,mg,Heterozygote familiaire hypercholesterolemie, ,x
100811,C10AA03,ANTILIPAEMICA,"ANTILIPAEMICA, ENKELVOUDIG",pravastatine,PRAVASTATINE NATRIUM 40 MG TABLET,PRAVASTATINE 40MG TABLET,tablet,or,40,mg/stuk,40,mg,Heterozygote familiaire hypercholesterolemie, ,x
102776,H02AB06,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,prednisoLON,PREDNISOLON 5 MG/ML DRANK 100ML,PREDNISOLON 5MG/ML DRANK,drank,or,5,mg/ml,0.5,mg,"Juveniele Idiopathische Arthritis (J.I.A.)||Corticosteroid therapie bij immunologische/hematologische ziekte: Lage dosis||Corticosteroid therapie bij immunologische/hematologische ziekte: Hoge dosis||Allergische reactie||Status astmaticus||Afbouwschema||Inflammatoire darmziekten (IBD)||Allergische Bronchopulmonale aspergillose (ABPA) bij CF||Juveniele dermatomyositis||Idiopathische perifere aangezichtsverlamming, HB graad IV of hoger||Idiopathisch nefrotisch syndroom: 1e ziekte periode||Idiopathisch nefrotisch syndroom: Recidief||Stressdosering: Matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden C, milde griep.infectie, vaccinatie, verdoving (tandarts). ||Stressdosering: Ernstige stress: Temperatuur >39 graden C, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon) ||Stressdosering: PERIOPERATIEF SUBSTITUTIESCHEMA", ,x
31410,S01BA04,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,ANTI-INFLAMMATOIRE MIDDELEN,prednisoLON,PREDNISOLON 0.5 % MINIMS 0.5ML,PREDNISOLON 5MG/ML OOGD FOS,oogdruppels,oog,5,mg/ml,1,dr,"Inflammatoire, niet-infectieuze aandoening van de conjunctiva, uveitis en post-operatief", ,x
135402,S01BA04,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,ANTI-INFLAMMATOIRE MIDDELEN,prednisoLON,PRED FORTE 1 % OOGDRUPPELS 5ML,PREDNISOLON 10MG/ML OOGDR,"oogdruppels, suspensie",oog,10,mg/ml,1,dr,"Inflammatoire, niet-infectieuze aandoening van de conjunctiva, uveitis en post-operatief", ,x
21792,S01BA04,MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,ANTI-INFLAMMATOIRE MIDDELEN,prednisoLON,"ULTRACORTENOL 0,5 % OOGZALF 5 GRAM",PREDNISOLON 5MG/G OOGZALF,oogzalf,oog,5,mg/gr,1,keer,"Inflammatoire, niet-infectieuze aandoening van de conjunctiva, uveitis en post-operatief", ,x
14494,H02AB06,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,prednisoLON,PREDNISOLON 25 MG POEDER VOOR INJECTIE,PREDNISOLON 25MG INJPDR,poeder voor injectievloeistof,im||iv||sc||intraartic||periartic,25,mg/stuk,25,mg,"Juveniele Idiopathische Arthritis (J.I.A.)||Corticosteroid therapie bij immunologische/hematologische ziekte: Lage dosis||Corticosteroid therapie bij immunologische/hematologische ziekte: Hoge dosis||Allergische reactie||Status astmaticus||Afbouwschema||Inflammatoire darmziekten (IBD)||Allergische Bronchopulmonale aspergillose (ABPA) bij CF||Juveniele dermatomyositis||Idiopathische perifere aangezichtsverlamming, HB graad IV of hoger||Idiopathisch nefrotisch syndroom: 1e ziekte periode||Idiopathisch nefrotisch syndroom: Recidief||Stressdosering: Matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden C, milde griep.infectie, vaccinatie, verdoving (tandarts). ||Stressdosering: Ernstige stress: Temperatuur >39 graden C, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon) ||Stressdosering: PERIOPERATIEF SUBSTITUTIESCHEMA", ,x
136131,H02AB06,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,prednisoLON,DI ADRESON-F 25 MG POEDER VOOR INJECTIE,PREDNISOLON 25MG INJPDR,poeder voor injectievloeistof,im||iv||rect||sc||intrathec||intraartic||periartic,25,mg/stuk,5,mg,"Juveniele Idiopathische Arthritis (J.I.A.)||Corticosteroid therapie bij immunologische/hematologische ziekte: Lage dosis||Corticosteroid therapie bij immunologische/hematologische ziekte: Hoge dosis||Allergische reactie||Status astmaticus||Afbouwschema||Inflammatoire darmziekten (IBD)||Allergische Bronchopulmonale aspergillose (ABPA) bij CF||Juveniele dermatomyositis||Idiopathische perifere aangezichtsverlamming, HB graad IV of hoger||Idiopathisch nefrotisch syndroom: 1e ziekte periode||Idiopathisch nefrotisch syndroom: Recidief||Stressdosering: Matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden C, milde griep.infectie, vaccinatie, verdoving (tandarts). ||Stressdosering: Ernstige stress: Temperatuur >39 graden C, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon) ||Stressdosering: PERIOPERATIEF SUBSTITUTIESCHEMA", ,x
23809,H02AB06,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,prednisoLON,PREDNISOLON 5 MG TABLET,PREDNISOLON 5MG TABLET,tablet,or,5,mg/stuk,2.5,mg,"Juveniele Idiopathische Arthritis (J.I.A.)||Corticosteroid therapie bij immunologische/hematologische ziekte: Lage dosis||Corticosteroid therapie bij immunologische/hematologische ziekte: Hoge dosis||Allergische reactie||Status astmaticus||Afbouwschema||Inflammatoire darmziekten (IBD)||Allergische Bronchopulmonale aspergillose (ABPA) bij CF||Juveniele dermatomyositis||Idiopathische perifere aangezichtsverlamming, HB graad IV of hoger||Idiopathisch nefrotisch syndroom: 1e ziekte periode||Idiopathisch nefrotisch syndroom: Recidief||Stressdosering: Matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden C, milde griep.infectie, vaccinatie, verdoving (tandarts). ||Stressdosering: Ernstige stress: Temperatuur >39 graden C, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon) ||Stressdosering: PERIOPERATIEF SUBSTITUTIESCHEMA", ,x
111872,H02AB06,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,prednisoLON,PREDNISOLON 20 MG TABLET,PREDNISOLON 20MG TABLET,tablet,or,20,mg/stuk,10,mg,"Juveniele Idiopathische Arthritis (J.I.A.)||Corticosteroid therapie bij immunologische/hematologische ziekte: Lage dosis||Corticosteroid therapie bij immunologische/hematologische ziekte: Hoge dosis||Allergische reactie||Status astmaticus||Afbouwschema||Inflammatoire darmziekten (IBD)||Allergische Bronchopulmonale aspergillose (ABPA) bij CF||Juveniele dermatomyositis||Idiopathische perifere aangezichtsverlamming, HB graad IV of hoger||Idiopathisch nefrotisch syndroom: 1e ziekte periode||Idiopathisch nefrotisch syndroom: Recidief||Stressdosering: Matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden C, milde griep.infectie, vaccinatie, verdoving (tandarts). ||Stressdosering: Ernstige stress: Temperatuur >39 graden C, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon) ||Stressdosering: PERIOPERATIEF SUBSTITUTIESCHEMA", ,x
115800,H02AB06,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,CORTICOSTEROIDEN VOOR SYSTEMISCH GEBRUIK,prednisoLON,PREDNISOLON 30 MG TABLET,PREDNISOLON 30MG TABLET,tablet,or,30,mg/stuk,15,mg,"Juveniele Idiopathische Arthritis (J.I.A.)||Corticosteroid therapie bij immunologische/hematologische ziekte: Lage dosis||Corticosteroid therapie bij immunologische/hematologische ziekte: Hoge dosis||Allergische reactie||Status astmaticus||Afbouwschema||Inflammatoire darmziekten (IBD)||Allergische Bronchopulmonale aspergillose (ABPA) bij CF||Juveniele dermatomyositis||Idiopathische perifere aangezichtsverlamming, HB graad IV of hoger||Idiopathisch nefrotisch syndroom: 1e ziekte periode||Idiopathisch nefrotisch syndroom: Recidief||Stressdosering: Matige stress: lichte temperatuurverhoging tussen 38.0-39.0 graden C, milde griep.infectie, vaccinatie, verdoving (tandarts). ||Stressdosering: Ernstige stress: Temperatuur >39 graden C, braken, diarree, ernstig ziek, ongeval, operatie, narcose (zie voor peri-operatief beleid monografie prednisolon) ||Stressdosering: PERIOPERATIEF SUBSTITUTIESCHEMA", ,x
135704,N01BB04,ANAESTHETICA,"ANAESTHETICA, LOKALE",prilocaine,CITANEST 10 MG/ML INJVLST FLACON 50ML,PRILOCAINE 10MG/ML INJVLST,injectievloeistof,perineur||lokaal,10,mg/ml,10,mg,"Regionale anesthesie||Infiltratie-,geleidingsanesthesie", ,x
135712,N01BB04,ANAESTHETICA,"ANAESTHETICA, LOKALE",prilocaine,CITANEST 20MG/ML FLACON 50ML,PRILOCAINE 20MG/ML INJVLST,injectievloeistof,epidur||intrathec,20,mg/ml,20,mg,"Regionale anesthesie||Infiltratie-,geleidingsanesthesie", ,x
98007335,M04AB01,JICHTMIDDELEN,JICHTMIDDELEN,probenecide,PROBENECID 500 MG CAPSULE,PROBENECID 500 MG CAPSULE,capsule,or,500,mg/stuk,500,mg,0, ,x
166987,M04AB01,JICHTMIDDELEN,JICHTMIDDELEN,probenecide,PROBENECIDE 250 MG TABLET,PROBENECIDE 250MG TABLET,tablet,or,250,mg/stuk,250,mg,0, ,x
106429,L01XB01,ONCOLYTICA,OVERIGE ONCOLYTICA,procarbazine,NATULAN 50 MG CAPSULE,PROCARBAZINE 50MG CAPSULE,capsule,or,50,mg/stuk,50,mg,Oncologische aandoeningen, ,x
8044,R06AD02,ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK,ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK,promethazine,PROMETHAZINE 25 MG/ML AMPUL 2ML,PROMETHAZINE 25MG/ML INJVLS,injectievloeistof,im||iv,25,mg/ml,2.5,mg,Allergische aandoeningen waarbij niet-sederende antihistaminica niet of onvoldoende effectief zijn gebleken||Als adjuvans bij andere sedativa.||Reisziekte||Hoest||Misselijkheid en braken, ,x
106089,R06AD02,ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK,ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK,promethazine,PROMETHAZINE 25 MG TABLET OMHULD,PROMETHAZINE 25MG TAB OMH,omhulde tablet,or,25,mg/stuk,25,mg,Allergische aandoeningen waarbij niet-sederende antihistaminica niet of onvoldoende effectief zijn gebleken||Als adjuvans bij andere sedativa.||Reisziekte||Hoest||Slaapproblemen||Misselijkheid en braken, ,x
19038,R06AD02,ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK,ANTIHISTAMINICA VOOR SYSTEMISCH GEBRUIK,promethazine,PROMETHAZINE 1 MG/ML STROOP 300ML,PROMETHAZINE 1MG/ML STROOP,stroop,or,1,mg/ml,0.1,mg,Allergische aandoeningen waarbij niet-sederende antihistaminica niet of onvoldoende effectief zijn gebleken||Als adjuvans bij andere sedativa.||Reisziekte||Hoest||Slaapproblemen||Misselijkheid en braken, ,x
104655,C01BC03,CARDIACA,ANTI-ARITMISCHE MIDDELEN KLASSE I EN III,propafenon,RYTMONORM 150 MG TABLET OMHULD,PROPAFENON 150MG TAB OMHULD,omhulde tablet,or,150,mg/stuk,150,mg,Ernstige therapie-resistente ventriculaire en supraventriculaire aritmieën, ,x
104663,C01BC03,CARDIACA,ANTI-ARITMISCHE MIDDELEN KLASSE I EN III,propafenon,RYTMONORM 300 MG TABLET OMHULD,PROPAFENON 300MG TAB OMHULD,omhulde tablet,or,300,mg/stuk,300,mg,Ernstige therapie-resistente ventriculaire en supraventriculaire aritmieën, ,x
110892,N01AX10,ANAESTHETICA,ALGEMENE ANAESTHETICA,propofol,PROPOFOL MCT/LCT 10 MG/ML AMPUL 20 ML,PROPOFOL 10MG/ML INJ.EMULSI,emulsie voor injectie,iv,10,mg/ml,10,mg,"Anesthesie: inleiding||Anesthesie, algemeen", ,x
110884,N01AX10,ANAESTHETICA,ALGEMENE ANAESTHETICA,propofol,PROPOFOL MCT/LCT 20 MG/ML INJ EMULSIE FLACON 50 ML,PROPOFOL 20MG/ML INJ.EMULSI,emulsie voor injectie,iv,20,mg/ml,20,mg,"Anesthesie: inleiding||Anesthesie, algemeen", ,x
50970,C07AA05,BETA-BLOKKERS,BETA-BLOKKERS,propranolol,PROPRANOLOL HCL 80 MG CAPSULE MGA  (RETARD),PROPRANOLOL 80MG CAPS MGA,capsule met gereguleerde afgifte,or,80,mg/stuk,80,mg,Hypertensie||Migraine profylaxe||Hemangioma: poliklinisch||Hemangioma: klinisch||Verlengd QT syndroom of preventie cyanotic spell bij tetralogie van Fallot||Oppervlakkige hemangiomen, ,x
16330,C07AA05,BETA-BLOKKERS,BETA-BLOKKERS,propranolol,PROPRANOLOL 160 MG CAPSULE MGA (RETARD),PROPRANOLOL 160MG CAPS MGA,capsule met gereguleerde afgifte,or,160,mg/stuk,160,mg,Hypertensie||Migraine profylaxe||Hemangioma: poliklinisch||Hemangioma: klinisch||Verlengd QT syndroom of preventie cyanotic spell bij tetralogie van Fallot||Oppervlakkige hemangiomen, ,x
139718,C07AA05,BETA-BLOKKERS,BETA-BLOKKERS,propranolol,PROPRANOLOL HCL 1 MG/ML DRANK 200 ML,PROPRANOLOL 1MG/ML DRANK,drank,or,1,mg/ml,0.1,mg,Hypertensie||Migraine profylaxe||Hemangioma: poliklinisch||Hemangioma: klinisch||Verlengd QT syndroom of preventie cyanotic spell bij tetralogie van Fallot||Oppervlakkige hemangiomen, ,x
16306,C07AA05,BETA-BLOKKERS,BETA-BLOKKERS,propranolol,PROPRANOLOL 10 MG TABLET,PROPRANOLOL 10MG TABLET,tablet,or,10,mg/stuk,5,mg,Hypertensie||Migraine profylaxe||Hemangioma: poliklinisch||Hemangioma: klinisch||Verlengd QT syndroom of preventie cyanotic spell bij tetralogie van Fallot||Oppervlakkige hemangiomen, ,x
16314,C07AA05,BETA-BLOKKERS,BETA-BLOKKERS,propranolol,PROPRANOLOL 40 MG TABLET,PROPRANOLOL 40MG TABLET,tablet,or,40,mg/stuk,20,mg,Hypertensie||Migraine profylaxe||Hemangioma: poliklinisch||Hemangioma: klinisch||Verlengd QT syndroom of preventie cyanotic spell bij tetralogie van Fallot||Oppervlakkige hemangiomen, ,x
16322,C07AA05,BETA-BLOKKERS,BETA-BLOKKERS,propranolol,PROPRANOLOL 80 MG TABLET,PROPRANOLOL 80MG TABLET,tablet,or,80,mg/stuk,40,mg,Hypertensie||Migraine profylaxe||Hemangioma: poliklinisch||Hemangioma: klinisch||Verlengd QT syndroom of preventie cyanotic spell bij tetralogie van Fallot||Oppervlakkige hemangiomen, ,x
23825,H03BA02,SCHILDKLIERMIDDELEN,THYREOSTATICA,propylthiouracil,PROPYLTHIOURACIL 50 MG TABLET,PROPYLTHIOURACIL 50MG TAB,tablet,or,50,mg/stuk,50,mg,Hyperthyreoïdie indien alternatief niet mogelijk is, ,x
133469,V03AB14,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,protamine-hcl,PROTAMINE 1000 IE/ML AMPUL 5ML,PROTAMINEHCL 1000IE/ML INJ,injectievloeistof,iv,1000,IE/ml,100,IE,Heparine overdosering, ,x
46507,J04AK01,ANTIMYCOBACTERIELE MIDDELEN,TUBERCULOSEMIDDELEN,pyrazinamide,PYRAZINAMIDUM 500MG TABLET,PYRAZINAMIDE 500MG TABLET,tablet,or,500,mg/stuk,250,mg,Tuberculose (in combinatie met andere tuberculose middelen)||Latente tuberculose infectie, ,x
29009,A11HA02,VITAMINEN,OVERIGE ENKELVOUDIGE VITAMINEPREPARATEN,pyridoxine,PYRIDOXINI HCL 50MG/ML INJVLST AMPUL 1ML,PYRIDOXINE INJVLST 50MG/ML,injectievloeistof,iv,50,mg/ml,5,mg,Neonatale epileptische aanvallen||Persisterende neonatale convulsies / status epilepticus ||Vit B6 gevoelige homocystinurie||Vermindering slijmvlieslaesies na hoge dosis cytarabine, , 
23884,A11HA02,VITAMINEN,OVERIGE ENKELVOUDIGE VITAMINEPREPARATEN,pyridoxine,PYRIDOXINI HCL 20 MG TABLET,PYRIDOXINE 20MG TABLET,tablet,or,20,mg/stuk,10,mg,Neonatale epileptische aanvallen||Persisterende neonatale convulsies / status epilepticus ||Pyridoxine afhankelijke epilepsie||Deficientie||Vit B6 gevoelige homocystinurie||Profylaxe bij isoniazide||Primaire hyperoxalurie type I||Vermindering slijmvlieslaesies na hoge dosis cytarabine, ,x
49042,A11HA02,VITAMINEN,OVERIGE ENKELVOUDIGE VITAMINEPREPARATEN,pyridoxine,PYRIDOXINE HCL 50 MG TABLET,PYRIDOXINE 50MG TABLET,tablet,or,50,mg/stuk,50,mg,Neonatale epileptische aanvallen||Persisterende neonatale convulsies / status epilepticus ||Pyridoxine afhankelijke epilepsie||Deficientie||Vit B6 gevoelige homocystinurie||Profylaxe bij isoniazide||Primaire hyperoxalurie type I||Vermindering slijmvlieslaesies na hoge dosis cytarabine, ,x
49050,A11HA02,VITAMINEN,OVERIGE ENKELVOUDIGE VITAMINEPREPARATEN,pyridoxine,PYRIDOXINE HCL 100 MG TABLET,PYRIDOXINE 100MG TABLET,tablet,or,100,mg/stuk,100,mg,Neonatale epileptische aanvallen||Persisterende neonatale convulsies / status epilepticus ||Pyridoxine afhankelijke epilepsie||Deficientie||Vit B6 gevoelige homocystinurie||Profylaxe bij isoniazide||Primaire hyperoxalurie type I||Vermindering slijmvlieslaesies na hoge dosis cytarabine, ,x
2356,P01BD01,ANTIPROTOZOICA,MALARIAMIDDELEN,pyrimethamine,DARAPRIM 25 MG TABLET,PYRIMETHAMINE 25MG TABLET,tablet,or,25,mg/stuk,25,mg,"Toxoplasmose, congenitaal ||Toxoplasmose, postnataal", ,x
113980,N05AH04,PSYCHOLEPTICA,ANTIPSYCHOTICA,QUEtiapine,QUETIAPINE 25 MG TABLET FILMOMHULD,QUETIAPINE 25MG TABLET FO,filmomhulde tablet,or,25,mg/stuk,25,mg,Psychose ||Bipolaire stoornis type 1||Gedragsstoornissen en agressie||Slaapstoornissen, ,x
113972,N05AH04,PSYCHOLEPTICA,ANTIPSYCHOTICA,QUEtiapine,QUETIAPINE 100 MG TABLET FILMOMHULD,QUETIAPINE 100MG TABLET FO,filmomhulde tablet,or,100,mg/stuk,100,mg,Psychose ||Bipolaire stoornis type 1||Gedragsstoornissen en agressie||Slaapstoornissen, ,x
113964,N05AH04,PSYCHOLEPTICA,ANTIPSYCHOTICA,QUEtiapine,QUETIAPINE 200 MG TABLET FILMOMHULD,QUETIAPINE 200MG TABLET FO,filmomhulde tablet,or,200,mg/stuk,200,mg,Psychose ||Bipolaire stoornis type 1||Gedragsstoornissen en agressie||Slaapstoornissen, ,x
113956,N05AH04,PSYCHOLEPTICA,ANTIPSYCHOTICA,QUEtiapine,QUETIAPINE 300 MG TABLET FILMOMHULD,QUETIAPINE 300MG TABLET FO,filmomhulde tablet,or,300,mg/stuk,150,mg,Psychose ||Bipolaire stoornis type 1||Gedragsstoornissen en agressie||Slaapstoornissen, ,x
127817,N05AH04,PSYCHOLEPTICA,ANTIPSYCHOTICA,QUEtiapine,SEROQUEL XR 50 MG TABLET MVA (RETARD),QUETIAPINE 50MG TABLET MGA,tablet met gereguleerde afgifte,or,50,mg/stuk,50,mg,Psychose ||Bipolaire stoornis type 1||Gedragsstoornissen en agressie||Slaapstoornissen, ,x
127825,N05AH04,PSYCHOLEPTICA,ANTIPSYCHOTICA,QUEtiapine,QUETIAPINE 200 MG TABLET MVA (RETARD),QUETIAPINE 200MG TABLET MGA,tablet met gereguleerde afgifte,or,200,mg/stuk,200,mg,Psychose ||Bipolaire stoornis type 1||Gedragsstoornissen en agressie||Slaapstoornissen, ,x
127833,N05AH04,PSYCHOLEPTICA,ANTIPSYCHOTICA,QUEtiapine,SEROQUEL XR 300 MG TABLET MGA (RETARD),QUETIAPINE 300MG TABLET MGA,tablet met gereguleerde afgifte,or,300,mg/stuk,300,mg,Psychose ||Bipolaire stoornis type 1||Gedragsstoornissen en agressie||Slaapstoornissen, ,x
127841,N05AH04,PSYCHOLEPTICA,ANTIPSYCHOTICA,QUEtiapine,SEROQUEL XR 400 MG TABLET MGA (RETARD),QUETIAPINE 400MG TABLET MGA,tablet met gereguleerde afgifte,or,400,mg/stuk,400,mg,Psychose ||Bipolaire stoornis type 1||Gedragsstoornissen en agressie||Slaapstoornissen, ,x
128902,J05AX08,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,raltegravir,ISENTRESS 400 MG TABLET FILMOMHULD,RALTEGRAVIR 400MG TABLET,tablet,or,400,mg/stuk,400,mg,HIV, ,x
105295,C09AA05,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,ACE-REMMERS,ramipril,"RAMIPRIL 1,25 MG TABLET","RAMIPRIL 1,25MG TABLET",tablet,or,1.25,mg/stuk,1.25,mg,Hypertensie, ,x
104388,C09AA05,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,ACE-REMMERS,ramipril,"RAMIPRIL 2,5 MG TABLET","RAMIPRIL 2,5MG TABLET",tablet,or,2.5,mg/stuk,1.25,mg,Hypertensie, ,x
104396,C09AA05,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,ACE-REMMERS,ramipril,RAMIPRIL 5 MG TABLET,RAMIPRIL 5MG TABLET,tablet,or,5,mg/stuk,2.5,mg,Hypertensie, ,x
112216,C09AA05,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,ACE-REMMERS,ramipril,RAMIPRIL 10 MG TABLET,RAMIPRIL 10MG TABLET,tablet,or,10,mg/stuk,10,mg,Hypertensie, ,x
81604,A02BA02,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,raNITIdine,RANITIDINE 150 MG BRUISTABLET,RANITIDINE 150MG BRUISTABLE,bruistablet,or,150,mg/stuk,150,mg,"Preventie van stress-ulcera en als ondersteuning bij de behandeling van gastro-intestinale bloedingen||Gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi", ,x
99279,A02BA02,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,raNITIdine,RANITIDINEDRANK 15 MG/ML ALCOHOLVRIJ 100 ML,RANITIDINE 15MG/ML DRANK,drank,or,15,mg/ml,1.5,mg,"Preventie van stress-ulcera en als ondersteuning bij de behandeling van gastro-intestinale bloedingen||Gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi", ,x
57533,A02BA02,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,raNITIdine,ZANTAC 25 MG/ML AMPUL 2ML,RANITIDINE 25MG/ML INJVLST,injectievloeistof,im||iv,25,mg/ml,2.5,mg,"Preventie van stress-ulcera en als ondersteuning bij de behandeling van gastro-intestinale bloedingen||Gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi", ,x
43435,A02BA02,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,raNITIdine,RANITIDINE 150 MG TABLET,RANITIDINE 150MG TABLET,tablet,or,150,mg/stuk,150,mg,"Preventie van stress-ulcera en als ondersteuning bij de behandeling van gastro-intestinale bloedingen||Gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi", ,x
55379,A02BA02,MIDDELEN BIJ ZUURGERELATEERDE AFWIJKINGEN,MIDDELEN BIJ ULCUS PEPTICUM EN GASTRO-OESOFAGEALE REFLUX,raNITIdine,RANITIDINE 300 MG TABLET,RANITIDINE 300MG TABLET,tablet,or,300,mg/stuk,300,mg,"Preventie van stress-ulcera en als ondersteuning bij de behandeling van gastro-intestinale bloedingen||Gastro-oesofageale reflux, ulcus duodeni en ulcus ventriculi", ,x
114456,V03AF07,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,rasburicase,FASTURTEC 1.5 MG INFPDR+SOLVENS 1ML,"RASBURICASE 1,5MG INFPDR",poeder voor oplossing voor infusie,iv,1.5,mg/stuk,0.15,mg,Profylaxe en behandeling van acute urekemie,x,x
116181,V03AF07,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,ALLE OVERIGE THERAPEUTISCHE MIDDELEN,rasburicase,FASTURTEC 7.5 MG INFPDR+SOLVENS 5ML,"RASBURICASE 7,5MG INFPDR",poeder voor oplossing voor infusie,iv,7.5,mg/stuk,0.15,mg,Profylaxe en behandeling van acute urekemie,x,x
98008943,J05AB04,ANTIVIRALE MIDDELEN VOOR SYSTEMISCH GEBRUIK,DIRECT WERKENDE ANTIVIRALE MIDDELEN,rebetol,REBETOL 40 MG/ML 100 ML OPLOSSING,REBETOL 40 MG/ML 100 ML OPL,oplossing,or,40,mg/ml,4,mg,Chronische hepatitis C, ,x
100307,N01AH06,ANAESTHETICA,ALGEMENE ANAESTHETICA,remifentanil,ULTIVA 1 MG INJPDR FLACON,REMIFENTANIL 1MG INJPDR,poeder voor injectievloeistof,iv,1,mg/stuk,1,mg,"Pijnbestrijding, anesthesie", ,x
100315,N01AH06,ANAESTHETICA,ALGEMENE ANAESTHETICA,remifentanil,ULTIVA 2 MG INJPDR FLACON,REMIFENTANIL 2MG INJPDR,poeder voor injectievloeistof,iv,2,mg/stuk,2,mg,"Pijnbestrijding, anesthesie", ,x
100323,N01AH06,ANAESTHETICA,ALGEMENE ANAESTHETICA,remifentanil,ULTIVA 5 MG INJPDR FLACON,REMIFENTANIL 5MG INJPDR,poeder voor injectievloeistof,iv,5,mg/stuk,5,mg,"Pijnbestrijding, anesthesie", ,x
120375,A11CA01,VITAMINEN,"VITAMINEN A EN D, INCLUSIEF COMBINATIES VAN DEZE TWEE",retinol,VITAMINE A 50000 IE/ML DRANK 10ML ( WATERIG ),RETINOL 50.000IE/ML DRANK,drank,or,50000,IE/ml,5000,IE,"Deficientie||Onderhoudsbehoefte||Suppletie bij cystische fibrose||Mazelen, xerophthalmia, reductie mortaliteit en morbiditeit", ,x
96946,J06BB01,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,rhesus(d)immunoglobuline,RHEDQUIN (ANTIRH D IMMUNOGLOB) 375IE/ST,"RHESUS(D)IMMU 187,5IE/ML IN",injectievloeistof,im,187.5,IE/ml,187.5,IE,Incompatibele transfusie met rode bloedcellen, ,x
75191,J06BB01,SERA EN IMMUNOGLOBULINEN,IMMUNOGLOBULINEN,rhesus(d)immunoglobuline,RHEDQUIN (ANTIRHESUS D IMMUNOGLOB)1000IE,RHESUS(D)IMMU 50OIE/ML INJ,injectievloeistof,im||iv,500,IE/ml,500,IE,Incompatibele transfusie met rode bloedcellen, ,x
