Generic,Shape,Route,Indication,Specialty,Gender,MinAgeMo,MaxAgeMo,MinWghtKg,MaxWghtKg,MinGestDays,MaxGestDays,MinPMAge,MaxPMAge,Frequencies,Unit,NormDose,MinDose,MaxDose,AbsMaxDose,MaxPerDose,DosePerKg,DosePerM2
riTUXimab,concentraat voor oplossing voor infusie,iv,ebv-reactivatie/ptld bij stamceltransplantatie,,,,,,,,,,,,mg,,,,,,,
riTUXimab,concentraat voor oplossing voor infusie,iv,ebv-reactivatie/ptld bij stamceltransplantatie,,,1,240,,,,,,,1 x / week,mg,375,,412.5,,,,x
riTUXimab,concentraat voor oplossing voor infusie,iv,"steroïd afhankelijk nefrotisch syndroom, abo incompatibele niertransplantatie(aandoeningen die kunnen leiden tot/preventie van) rejectie na niertransplantatie, autoimmune cytopenieen, primaire vasculitis",,,,,,,,,,,,mg,,,,,,,
riTUXimab,concentraat voor oplossing voor infusie,iv,"steroïd afhankelijk nefrotisch syndroom, abo incompatibele niertransplantatie(aandoeningen die kunnen leiden tot/preventie van) rejectie na niertransplantatie, autoimmune cytopenieen, primaire vasculitis",,,1,240,,,,,,,1 x / week,mg,375,,412.5,,,,x
riTUXimab,concentraat voor oplossing voor infusie,iv,systemische lupus erythematodes (sle) die niet reageert op de conventionele therapie,,,,,,,,,,,,mg,,,,,,,
riTUXimab,concentraat voor oplossing voor infusie,iv,systemische lupus erythematodes (sle) die niet reageert op de conventionele therapie,,,1,240,,,,,,,1 x / 2 weken,mg,375,,412.5,,,,x
rizatriptan,smelttablet,or,migraine: acute behandeling tijdens hoofdpijnfase,,,,,,,,,,,,mg,,,,,,,
rocuronium,injectievloeistof,iv,intubatie,,,,,,,,,,,,mg,,,,,,,
rocuronium,injectievloeistof,iv,verslapping van de skeletspieren bij beademing,,,,,,,,,,,,mg,,,,,,,
rocuronium,injectievloeistof,iv,verslapping van de skeletspieren bij chirurgische ingrepen,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectie/infusieoplossing,epidur,epidurale pijnstilling,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectievloeistof,epidur,epidurale pijnstilling,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectie/infusieoplossing,perineur,epidurale pijnstilling,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectievloeistof,perineur,epidurale pijnstilling,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectie/infusieoplossing,epidur,perifere zenuw blokkade,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectievloeistof,epidur,perifere zenuw blokkade,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectie/infusieoplossing,perineur,perifere zenuw blokkade,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectie/infusieoplossing,perineur,perifere zenuw blokkade,,,12,144,,,,,,,,mg,,,,,3,,
ropivacaine,injectie/infusieoplossing,perineur,perifere zenuw blokkade,,,144,240,,,,,,,,mg,,,,,200,,
ropivacaine,injectievloeistof,perineur,perifere zenuw blokkade,,,,,,,,,,,,mg,,,,,,,
ropivacaine,injectievloeistof,perineur,perifere zenuw blokkade,,,12,144,,,,,,,,mg,,,,,3,,
ropivacaine,injectievloeistof,perineur,perifere zenuw blokkade,,,144,240,,,,,,,,mg,,,,,200,,
rosuvastatine,filmomhulde tablet,or,heterozygote familiaire hypercholesterolemie,,,,,,,,,,,,mg,,,,,,,
rosuvastatine,filmomhulde tablet,or,heterozygote familiaire hypercholesterolemie,,,72,120,,,,,,,1 x / dag,mg,,,,10,,,
rosuvastatine,filmomhulde tablet,or,heterozygote familiaire hypercholesterolemie,,,120,240,,,,,,,1 x / dag,mg,,,,20,,,
rosuvastatine,filmomhulde tablet,or,homozygote familiaire hypercholesterolemie,,,,,,,,,,,,mg,,,,,,,
rosuvastatine,filmomhulde tablet,or,homozygote familiaire hypercholesterolemie,,,72,240,,,,,,,1 x / dag,mg,,,,20,,,
rufinamide,suspensie voor oraal gebruik,or,syndroom van lennox-gastaut: met valproaat,,,,,,,,,,,,mg,,,,,,,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,12,48,,,,,,,2 x / dag,mg,,10,30,,,x,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,48,,,30,,,,,2 x / dag,mg,,,,600,,,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,48,,30,50,,,,,2 x / dag,mg,,,,1200,,,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,48,,50,70,,,,,2 x / dag,mg,,,,1600,,,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,48,,70,,,,,,2 x / dag,mg,,,,2200,,,
rufinamide,tablet,or,syndroom van lennox-gastaut: met valproaat,,,,,,,,,,,,mg,,,,,,,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,12,48,,,,,,,2 x / dag,mg,,10,30,,,x,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,48,,,30,,,,,2 x / dag,mg,,,,600,,,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,48,,30,50,,,,,2 x / dag,mg,,,,1200,,,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,48,,50,70,,,,,2 x / dag,mg,,,,1600,,,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: MET VALPROAAT,,,48,,70,,,,,,2 x / dag,mg,,,,2200,,,
rufinamide,suspensie voor oraal gebruik,or,syndroom van lennox-gastaut: zonder valproaat,,,,,,,,,,,,mg,,,,,,,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,12,48,,,,,,,2 x / dag,mg,,10,45,,,x,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,48,,,30,,,,,2 x / dag,mg,,,,1000,,,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,48,,30,50,,,,,2 x / dag,mg,,,,1800,,,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,48,,50,70,,,,,2 x / dag,mg,,,,2400,,,
rufinamide,suspensie voor oraal gebruik,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,48,,70,,,,,,2 x / dag,mg,,,,3200,,,
rufinamide,tablet,or,syndroom van lennox-gastaut: zonder valproaat,,,,,,,,,,,,mg,,,,,,,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,12,48,,,,,,,2 x / dag,mg,,10,45,,,x,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,48,,70,,,,,,2 x / dag,mg,,,,3200,,,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,48,,,30,,,,,2 x / dag,mg,,,,1000,,,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,48,,50,70,,,,,2 x / dag,mg,,,,2400,,,
rufinamide,tablet,or,Syndroom van Lennox-Gastaut: ZONDER VALPROAAT,,,48,,30,50,,,,,2 x / dag,mg,,,,1800,,,
rupatadine,tablet,or,allergische rhinitis en chronische urticaria,,,,,,,,,,,,mg,,,,,,,
rupatadine,tablet,or,allergische rhinitis en chronische urticaria,,,24,144,10,25,,,,,1 x / dag,mg,2.5,,20,10,,,
rupatadine,tablet,or,allergische rhinitis en chronische urticaria,,,24,144,25,,,,,,1 x / dag,mg,5,,20,20,,,
rupatadine,tablet,or,allergische rhinitis en chronische urticaria,,,144,240,,,,,,,1 x / dag,mg,10,,40,40,,,
salbutamol,aerosol,inh,acute astma aanval,,,,,,,,,,,,mcg,,,,,,,
salbutamol,inhalatiepoeder,inh,acute astma aanval,,,,,,,,,,,,mcg,,,,,,,
salbutamol,vernevelvloeistof,inh,acute astma aanval,,,,,,,,,,,,mg,,,,,,,
salbutamol,vernevelvloeistof,inh,acute astma aanval,,,,48,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag||9 x / dag||10 x / dag||11 x / dag||12 x / dag||24 x / dag,mg,,0.25,60,60,2.5,,
salbutamol,vernevelvloeistof,inh,acute astma aanval,,,48,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag||9 x / dag||10 x / dag||11 x / dag||12 x / dag||24 x / dag,mg,,0.5,120,120,5,,
salbutamol,aerosol,inh,bronchusverwijding,,,,,,,,,,,,mcg,,,,,,,
salbutamol,aerosol,inh,Bronchusverwijding,,,,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag,mcg,,100,3200,3200,,,
salbutamol,inhalatiepoeder,inh,bronchusverwijding,,,,,,,,,,,,mcg,,,,,,,
salbutamol,inhalatiepoeder,inh,Bronchusverwijding,,,72,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag||7 x / dag||8 x / dag,mcg,,400,8000,8000,1000,,
salbutamol+ipratropium,vernevelvloeistof,inh,opheffen reversibele luchtwegobstructie,,,,,,,,,,,,ml,,,,,,,
salicylzuur,zalf,cutaan,hyperkeratose,,,,,,,,,,,,keer,,,,,,,
salicylzuur,zalf,cutaan,wratten,,,,,,,,,,,,keer,,,,,,,
salmeterol,aerosol,inh,bronchusverwijding (langwerkend),,,,,,,,,,,,mcg,,,,,,,
salmeterol,aerosol,inh,bronchusverwijding (langwerkend),,,48,240,,,,,,,2 x / dag,mcg,,,,100,,,
salmeterol,inhalatiepoeder,inh,bronchusverwijding (langwerkend),,,,,,,,,,,,mcg,,,,,,,
salmeterol,inhalatiepoeder,inh,bronchusverwijding (langwerkend),,,84,240,,,,,,,2 x / dag,mcg,,,,100,,,
salmeterol+fluticason,aerosol,inh,astma onderhoudsbehandeling,,,,,,,,,,,,puff,,,,,,,
salmeterol+fluticason,aerosol,inh,astma onderhoudsbehandeling,,,48,240,,,,,,,2 x / dag,puff,,2,4,4,2,,
salmeterol+fluticason,inhalatiepoeder,inh,astma onderhoudsbehandeling,,,,,,,,,,,,puff,,,,,,,
salmeterol+fluticason,inhalatiepoeder,inh,astma onderhoudsbehandeling,,,84,240,,,,,,,2 x / dag,puff,2,2,2,2,1,,
saquinavir,tablet,or,hiv,,,,,,,,,,,,mg,,,,,,,
saquinavir,tablet,or,hiv,,,24,,5,,,,,,2 x / dag,mg,100,,110,,,x,
scopolaminebutyl,injectievloeistof,im,ter coupering van kolieken van het maagdarmkanaal,,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,injectievloeistof,iv,ter coupering van kolieken van het maagdarmkanaal,,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,tablet,or,ter coupering van kolieken van het maagdarmkanaal,,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,tablet,or,ter coupering van kolieken van het maagdarmkanaal,,,72,,,,,,,,3 x / dag||4 x / dag||5 x / dag,mg,,,100,100,20,,
scopolaminebutyl,zetpil,rect,ter coupering van kolieken van het maagdarmkanaal,,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,zetpil,rect,ter coupering van kolieken van het maagdarmkanaal,,,72,240,,,,,,,3 x / dag,mg,,,,50,,,
scopolaminebutyl,injectievloeistof,sc,ter coupering van kolieken van het maagdarmkanaal,,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,injectievloeistof,im,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,injectievloeistof,im,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,24,72,,,,,,,1 x / dag||2 x / dag||3 x / dag,mg,,,15,15,5,,
scopolaminebutyl,injectievloeistof,im,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,72,192,,,,,,,1 x / dag||2 x / dag||3 x / dag,mg,,,30,30,10,,
scopolaminebutyl,injectievloeistof,im,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,192,,,,,,,,1 x / dag||2 x / dag||3 x / dag,mg,,,60,60,20,,
scopolaminebutyl,injectievloeistof,iv,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,injectievloeistof,iv,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,24,72,,,,,,,1 x / dag||2 x / dag||3 x / dag,mg,,,15,15,5,,
scopolaminebutyl,injectievloeistof,iv,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,72,192,,,,,,,1 x / dag||2 x / dag||3 x / dag,mg,,,30,30,10,,
scopolaminebutyl,injectievloeistof,iv,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,192,,,,,,,,1 x / dag||2 x / dag||3 x / dag,mg,,,60,60,20,,
scopolaminebutyl,tablet,or,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,zetpil,rect,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,,,,,,,,,,mg,,,,,,,
scopolaminebutyl,injectievloeistof,sc,"ter coupering van kolieken van het maagdarmkanaal, galwegen en urinewegen",,,,,,,,,,,,mg,,,,,,,
seleensulfide,suspensie voor cutaan gebruik,cutaan,sebborhoisch eczeem behaarde hoofdhuid,,,,,,,,,,,,keer,,,,,,,
senna,tablet,or,obstipatie,,,,,,,,,,,,mg,,,,,,,
senna,tablet,or,obstipatie,,,144,,,,,,,,antenoctum,mg,370,,370,370,,,
sennosiden-a+b,stroop,or,obstipatie,,,,,,,,,,,,mg,,,,,,,
sennosiden-a+b,stroop,or,obstipatie,,,72,240,,,,,,,1 x / dag||2 x / dag,mg,,,,20,,,
sertraline,concentraat voor drank,or,depressie,,,,,,,,,,,,mg,,,,,,,
sertraline,concentraat voor drank,or,Depressie,,,144,240,,,,,,,1 x / dag,mg,,25,200,200,,,
sertraline,tablet,or,depressie,,,,,,,,,,,,mg,,,,,,,
sertraline,tablet,or,Depressie,,,144,240,,,,,,,1 x / dag,mg,,25,200,200,,,
sertraline,concentraat voor drank,or,obsessief compulsieve stoornis,,,,,,,,,,,,mg,,,,,,,
sertraline,concentraat voor drank,or,obsessief compulsieve stoornis,,,72,240,,,,,,,1 x / dag||2 x / dag,mg,,,,200,,,
sertraline,tablet,or,obsessief compulsieve stoornis,,,,,,,,,,,,mg,,,,,,,
sertraline,tablet,or,obsessief compulsieve stoornis,,,72,240,,,,,,,1 x / dag||2 x / dag,mg,,,,200,,,
sevelameer,poeder voor orale suspensie,or,hyperfosfatemie bij hemodialyse,,,,,,,,,,,,gr,,,,,,,
sevelameer,poeder voor orale suspensie,or,hyperfosfatemie bij hemodialyse,,,72,240,,,,,,,3 x / dag,gr,,2.4,4.8,,,,
sevelameer,tablet,or,hyperfosfatemie bij hemodialyse,,,,,,,,,,,,mg,,,,,,,
sevelameer,tablet,or,hyperfosfatemie bij hemodialyse,,,72,240,,,,,,,3 x / dag,mg,,2400,4800,,,,
sevofluraan,inhalatiegas,inh,inhalatie anaesthesie,,,,,,,,,,,,0,,,,,,,
sildenafil,drank,or,chronic lung disease (cld) pulmonale hypertensie,,,,,,,,,,,,mg,,,,,,,
sildenafil,drank,or,Chronic lung disease (CLD) pulmonale hypertensie,,,,,,,,259,,,3 x / dag,mg,,0.5,6,,,x,
sildenafil,tablet,or,chronic lung disease (cld) pulmonale hypertensie,,,,,,,,,,,,mg,,,,,,,
sildenafil,tablet,or,Chronic lung disease (CLD) pulmonale hypertensie,,,,,,,,259,,,3 x / dag,mg,,0.5,6,,,x,
sildenafil,injectievloeistof,iv,pulmonale arteriele hypertensie,,,,,,,,,,,,mg,,,,,,,
sildenafil,drank,or,pulmonale arteriele hypertensie,,,,,,,,,,,,mg,,,,,,,
sildenafil,drank,or,pulmonale arteriele hypertensie,,,,1,,,259,,,,3 x / dag,mg,,1.5,8,,,x,
sildenafil,drank,or,pulmonale arteriele hypertensie,,,1,240,,,,,,,3 x / dag,mg,,1.5,8,,,x,
sildenafil,tablet,or,pulmonale arteriele hypertensie,,,,,,,,,,,,mg,,,,,,,
sildenafil,tablet,or,pulmonale arteriele hypertensie,,,1,240,,,,,,,3 x / dag,mg,,1.5,8,,,x,
sildenafil,tablet,or,pulmonale arteriele hypertensie,,,,1,,,259,,,,3 x / dag,mg,,1.5,8,,,x,
simvastatine,filmomhulde tablet,or,heterozygote familiaire hypercholesterolemie,,,,,,,,,,,,mg,,,,,,,
simvastatine,filmomhulde tablet,or,heterozygote familiaire hypercholesterolemie,,,120,240,,,,,,,1 x / dag,mg,,,,40,,,
sirolimus,drank,or,profylaxe orgaanafstoting,,,,,,,,,,,,mg,,,,,,,
sirolimus,tablet,or,profylaxe orgaanafstoting,,,,,,,,,,,,mg,,,,,,,
somatropine,injectievloeistof,sc,groeistoornis tgv chronische nierinsufficientie,,,,,,,,,,,,mg,,,,,,,
somatropine,injectievloeistof,sc,groeistoornis tgv chronische nierinsufficientie,,,1,240,,,,,,,1 x / dag,mg,1.4,,1.54,,,,x
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv chronische nierinsufficientie,,,,,,,,,,,,mg,,,,,,,
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv chronische nierinsufficientie,,,1,240,,,,,,,1 x / dag,mg,1.4,,1.54,,,,x
somatropine,injectievloeistof,sc,groeistoornis tgv groeihormoondeficientie,,,,,,,,,,,,mg,,,,,,,
somatropine,injectievloeistof,sc,groeistoornis tgv groeihormoondeficientie,,,1,240,,,,,,,1 x / dag,mg,,0.7,1,,,,x
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv groeihormoondeficientie,,,,,,,,,,,,mg,,,,,,,
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv groeihormoondeficientie,,,1,240,,,,,,,1 x / dag,mg,,0.7,1,,,,x
somatropine,injectievloeistof,sc,groeistoornis tgv prader willi,,,,,,,,,,,,mg,,,,,,,
somatropine,injectievloeistof,sc,groeistoornis tgv prader willi,,,1,240,,,,,,,1 x / dag,mg,1,,1.1,,,,x
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv prader willi,,,,,,,,,,,,mg,,,,,,,
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv prader willi,,,1,240,,,,,,,1 x / dag,mg,1,,1.1,,,,x
somatropine,injectievloeistof,sc,groeistoornis tgv sga,,,,,,,,,,,,mg,,,,,,,
somatropine,injectievloeistof,sc,groeistoornis tgv sga,,,1,240,,,,,,,1 x / dag,mg,1,,1.1,,,,x
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv sga,,,,,,,,,,,,mg,,,,,,,
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv sga,,,1,240,,,,,,,1 x / dag,mg,1,,1.1,,,,x
somatropine,injectievloeistof,sc,groeistoornis tgv turner,,,,,,,,,,,,mg,,,,,,,
somatropine,injectievloeistof,sc,groeistoornis tgv turner,,,1,240,,,,,,,1 x / dag,mg,1.4,,1.54,,,,x
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv turner,,,,,,,,,,,,mg,,,,,,,
somatropine,poeder voor injectievloeistof,sc,groeistoornis tgv turner,,,1,240,,,,,,,1 x / dag,mg,1.4,,1.54,,,,x
sotalol,drank,or,conversie aritmieën,,,,,,,,,,,,mg,,,,,,,
sotalol,tablet,or,conversie aritmieën,,,,,,,,,,,,mg,,,,,,,
sotalol,drank,or,ventriculaire en supraventriculaire ritmestoornissen,,,,,,,,,,,,mg,,,,,,,
sotalol,drank,or,ventriculaire en supraventriculaire ritmestoornissen,,,,1,,,259,,,,3 x / dag,mg,4,,10,,,x,
sotalol,drank,or,ventriculaire en supraventriculaire ritmestoornissen,,,1,6,,,,,,,3 x / dag,mg,3,,3.3,,,x,
sotalol,drank,or,ventriculaire en supraventriculaire ritmestoornissen,,,6,24,,,,,,,3 x / dag,mg,6,,10,,,x,
sotalol,drank,or,ventriculaire en supraventriculaire ritmestoornissen,,,24,72,,,,,,,3 x / dag,mg,5,,10,,,x,
sotalol,drank,or,ventriculaire en supraventriculaire ritmestoornissen,,,72,240,,,,,,,3 x / dag,mg,3,,10,320,,,
sotalol,tablet,or,ventriculaire en supraventriculaire ritmestoornissen,,,,,,,,,,,,mg,,,,,,,
sotalol,tablet,or,ventriculaire en supraventriculaire ritmestoornissen,,,,1,,,259,,,,3 x / dag,mg,4,,10,,,x,
sotalol,tablet,or,ventriculaire en supraventriculaire ritmestoornissen,,,1,6,,,,,,,3 x / dag,mg,3,,3.3,,,x,
sotalol,tablet,or,ventriculaire en supraventriculaire ritmestoornissen,,,6,24,,,,,,,3 x / dag,mg,6,,10,,,x,
sotalol,tablet,or,ventriculaire en supraventriculaire ritmestoornissen,,,72,240,,,,,,,3 x / dag,mg,3,,10,320,,,
sotalol,tablet,or,ventriculaire en supraventriculaire ritmestoornissen,,,24,72,,,,,,,3 x / dag,mg,5,,10,,,x,
spironolacton,drank,or,diurese,,,,,,,,,,,,mg,,,,,,,
spironolacton,drank,or,diurese,,,,1,,,,259,,,1 x / dag||2 x / dag,mg,,1,2,,,x,
spironolacton,drank,or,diurese,,,1,240,,,,,,,1 x / dag||2 x / dag,mg,2,1,3,200,,x,
spironolacton,drank,or,diurese,,,,1,,,259,,,,1 x / dag||2 x / dag,mg,2,1,2,,,x,
spironolacton,tablet,or,diurese,,,,,,,,,,,,mg,,,,,,,
spironolacton,tablet,or,diurese,,,,1,,,,259,,,1 x / dag||2 x / dag,mg,,1,2,,,x,
spironolacton,tablet,or,diurese,,,1,240,,,,,,,1 x / dag||2 x / dag,mg,2,1,3,200,,x,
spironolacton,tablet,or,diurese,,,,1,,,259,,,,1 x / dag||2 x / dag,mg,2,1,2,,,x,
stavudine,capsule,or,hiv,,,,,,,,,,,,mg,,,,,,,
stavudine,capsule,or,hiv,,,,240,60,,,,,,2 x / dag,mg,80,,,80,,,
stavudine,capsule,or,hiv,,,0.433333333,,,30,,,,,2 x / dag,mg,2,,,60,,x,
stavudine,capsule,or,hiv,,,,240,30,60,,,,,2 x / dag,mg,60,,,60,,,
stavudine,capsule,or,hiv,,,,0.433333333,,,,,,,2 x / dag,mg,1,,2,,,x,
stavudine,drank,or,hiv,,,,,,,,,,,,mg,,,,,,,
stavudine,drank,or,hiv,,,,0.433333333,,,,,,,2 x / dag,mg,1,,2,,,x,
stavudine,drank,or,hiv,,,0.433333333,,,30,,,,,2 x / dag,mg,2,,,60,,x,
stavudine,drank,or,hiv,,,,240,30,60,,,,,2 x / dag,mg,60,,,60,,,
stavudine,drank,or,hiv,,,,240,60,,,,,,2 x / dag,mg,80,,,80,,,
streptokinase,poeder voor injectievloeistof,iv,trombolyse,,,,,,,,,,,,IE,,,,,,,
sucralfaat,granulaat,or,"reflux oesofagitis, profylaxe van stress- en recidiverende ulcera",,,,,,,,,,,,gr,,,,,,,
sucralfaat,granulaat,or,"reflux oesofagitis, profylaxe van stress- en recidiverende ulcera",,,12,36,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag,gr,,,1.5,1.5,0.25,,
sucralfaat,granulaat,or,"reflux oesofagitis, profylaxe van stress- en recidiverende ulcera",,,36,120,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag,gr,,,3,3,0.5,,
sucralfaat,granulaat,or,"reflux oesofagitis, profylaxe van stress- en recidiverende ulcera",,,120,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag,gr,,,6,6,1,,
sucralfaat,suspensie voor oraal gebruik,or,"reflux oesofagitis, profylaxe van stress- en recidiverende ulcera",,,,,,,,,,,,gr,,,,,,,
sucralfaat,suspensie voor oraal gebruik,or,"reflux oesofagitis, profylaxe van stress- en recidiverende ulcera",,,12,36,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag,gr,,,1.5,1.5,0.25,,
sucralfaat,suspensie voor oraal gebruik,or,"reflux oesofagitis, profylaxe van stress- en recidiverende ulcera",,,36,120,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag,gr,,,3,3,0.5,,
sucralfaat,suspensie voor oraal gebruik,or,"reflux oesofagitis, profylaxe van stress- en recidiverende ulcera",,,120,240,,,,,,,1 x / dag||2 x / dag||3 x / dag||4 x / dag||5 x / dag||6 x / dag,gr,,,6,6,1,,
SUFentanil,injectievloeistof,epidur,"pijnbestrijding, anesthesie",,,,,,,,,,,,mcg,,,,,,,
SUFentanil,injectievloeistof,iv,"pijnbestrijding, anesthesie",,,,,,,,,,,,mcg,,,,,,,
SUFentanil,injectievloeistof,iv,"pijnbestrijding, anesthesie",,,1,240,,,,,,,12 x / dag||24 x / dag,mcg,,1.2,4.8,,,x,
sugammadex,injectievloeistof,iv,standaardopheffing van een door rocuronium geïnduceerde neuromusculaire blokkade,,,,,,,,,,,,mg,,,,,,,
sulconazol,oplossing voor cutaan gebruik,cutaan,schimmelinfecties van de huid,,,,,,,,,,,,keer,,,,,,,
sulfaSALAzine,maagsapresistente tablet,or,colitis ulcerosa met gewrichtsklachten,,,,,,,,,,,,mg,,,,,,,
sulfaSALAzine,maagsapresistente tablet,or,colitis ulcerosa met gewrichtsklachten,,,24,240,,,,,,,2 x / dag,mg,,40,70,4000,,x,
sulfaSALAzine,suspensie voor oraal gebruik,or,colitis ulcerosa met gewrichtsklachten,,,,,,,,,,,,mg,,,,,,,
sulfaSALAzine,suspensie voor oraal gebruik,or,colitis ulcerosa met gewrichtsklachten,,,24,240,,,,,,,2 x / dag,mg,,40,70,4000,,x,
sulfaSALAzine,maagsapresistente tablet,or,juveniele idiopathische arthritis (j.i.a.),,,,,,,,,,,,mg,,,,,,,
sulfaSALAzine,maagsapresistente tablet,or,juveniele idiopathische arthritis (j.i.a.),,,24,240,,,,,,,2 x / dag,mg,,25,50,2000,,x,
sulfaSALAzine,suspensie voor oraal gebruik,or,juveniele idiopathische arthritis (j.i.a.),,,,,,,,,,,,mg,,,,,,,
sulfaSALAzine,suspensie voor oraal gebruik,or,juveniele idiopathische arthritis (j.i.a.),,,24,240,,,,,,,2 x / dag,mg,,25,50,2000,,x,
sulfaSALAzine,maagsapresistente tablet,or,proctitis,,,,,,,,,,,,mg,,,,,,,
sulfaSALAzine,maagsapresistente tablet,or,proctitis,,,24,240,,,,,,,3 x / dag,mg,,,,1500,,,
sulfaSALAzine,suspensie voor oraal gebruik,or,proctitis,,,,,,,,,,,,mg,,,,,,,
sulfaSALAzine,suspensie voor oraal gebruik,or,proctitis,,,24,240,,,,,,,3 x / dag,mg,,,,1500,,,
SUMAtriptan,neusspray,nasaal,migraine aanval: acute behandelingtijdens de hoofdpijnfase; cluster hoofdpijn,,,,,,,,,,,,mg,,,,,,,
SUMAtriptan,neusspray,nasaal,migraine aanval: acute behandelingtijdens de hoofdpijnfase; cluster hoofdpijn,,,72,240,,40,,,,,1 x / dag||2 x / dag,mg,10,,,20,10,,
SUMAtriptan,neusspray,nasaal,migraine aanval: acute behandelingtijdens de hoofdpijnfase; cluster hoofdpijn,,,72,240,40,,,,,,1 x / dag||2 x / dag,mg,20,,,40,20,,
